"id_respuesta","id_pregunta","pregunta_informativa","es_informativa","mejor_segun_usuario","mejor_segun_comunidad","categoria0","categoria1","categoria2","titulo_pregunta","cuerpo_pregunta","respuesta"
"601548","108646","True","1","0","0","Health","Diet & Fitness","Diet & Fitness","How to get someone I love to loose weight?","I love my bf very much. We have been together for 3 years... He gained alot of weight. I have spoken to him about this but he is not serious enough. I have suggested we go gym together. But no luck! Any suggestions... he really works hard and fast food seems to be inevitable","Get him to do something he likes that is mild in terms of exercise.  If he doesn't like it or it's too hard, he won't stick to it.  Walking is good, so is swimming.  Ultimately the decision is up to him though.  If you push, he may not want to exercise."
"601549","108646","True","1","0","0","Health","Diet & Fitness","Diet & Fitness","How to get someone I love to loose weight?","I love my bf very much. We have been together for 3 years... He gained alot of weight. I have spoken to him about this but he is not serious enough. I have suggested we go gym together. But no luck! Any suggestions... he really works hard and fast food seems to be inevitable","Just maybe show him some real live facts or pictures of what can happen when your overweight or obese...also give him a positive miind and let him think on it with all the information you've gathered and maybe then it would work or what you could do is cook a nice healthy dinner and spend some nice quality time together just to each other thats the best sort of communication is to talk to each other!"
"601550","108646","True","1","0","0","Health","Diet & Fitness","Diet & Fitness","How to get someone I love to loose weight?","I love my bf very much. We have been together for 3 years... He gained alot of weight. I have spoken to him about this but he is not serious enough. I have suggested we go gym together. But no luck! Any suggestions... he really works hard and fast food seems to be inevitable","hm get that person on a diet"
"470159","90516","True","1","1","1","Home & Garden","Other - Home & Garden","Other - Home & Garden","how do you sharpen hedge trimmer blade?","it is a remington 18 inch","First clean off any build up of dirt and dried on sap.  I like to use WD40 spray.  Open wide and fix into a bench vice. Take a medium to fine file and sharpen the diagonal cutting surface by imitating the cutting angle and with a little pressure pull the file from the joint to the tip of trimmer.  Very important not to file the flat side.  You might want to wear gloves. Sharpen by repeating this filing motion from the inside joint to tip pulling file to you.  Remove from vice and rotate for the other blade.  Normally 3 to 4 times ought to do it, I don't know how dull your hedge trimmer is.  Remove from vice and carefully close the trimmer, a little more WD40 never hurts and keeps it from getting dirty and rusty. Tighten the nut if needed.  Test.  Repeat if still dull."
"154465","38959","True","0","0","1","Home & Garden","Other - Home & Garden","Other - Home & Garden","how do I repel/ keep squirrels off of my windows?","","Put all your nuts outside the window. Or blockade the window with flowers or something. Good luck.=>"
"154466","38959","True","0","0","0","Home & Garden","Other - Home & Garden","Other - Home & Garden","how do I repel/ keep squirrels off of my windows?","","Mothballs?  Skiped strip."
"154467","38959","True","1","0","0","Home & Garden","Other - Home & Garden","Other - Home & Garden","how do I repel/ keep squirrels off of my windows?","","Put some nuts out."
"154468","38959","True","1","0","0","Home & Garden","Other - Home & Garden","Other - Home & Garden","how do I repel/ keep squirrels off of my windows?","","Shot gun lol nah my mum alway yoiu use to clean the window with bleach because she sed it was a detterent to the squirrels..i dunoo if uit actually worked but hope it helps you out"
"154469","38959","True","1","1","0","Home & Garden","Other - Home & Garden","Other - Home & Garden","how do I repel/ keep squirrels off of my windows?","","Put a bird feeder at the opposite end of your yard!!!"
"154470","38959","True","1","0","0","Home & Garden","Other - Home & Garden","Other - Home & Garden","how do I repel/ keep squirrels off of my windows?","","windex"
"154471","38959","True","1","0","0","Home & Garden","Other - Home & Garden","Other - Home & Garden","how do I repel/ keep squirrels off of my windows?","","spikes on the window ledge, electrify the window. Thats if you want to hurt them. poor squirrels, ahhhhhh!!!"
"453111","87862","True","1","1","1","Beauty & Style","Tattoos","Skin & Body","how can i get rid of my dark circles below the eye using kitchen method!?","","i will tell u what are the reasons of that and i will show u the way to get ride of it:
1-lack of sleep(as u said u sleep enough 8 hrs per day)
2-smoking(its better if u decrease the number of cigarette u smoke)
3-stress
4-glasses(better to ur contact lense)
5- watching the monitor(every one hr let ur eyes rest for 5 mins)
6-rubbing ur eyes alot....make ur little vein broken(try to dont rub ur eyes alot and use warm pad on ur eyes at night if during the day u rubed them)
7-anemia(u have to ask ur G.P ab that and by blood test u can find that out),like when u dont have enough Iron ...u can use some ferrus sulfate tablets per night(but just wih ur G.P order
8- lack of Zinc(one tablet of Zn per night)
9-Genetic(here is no way just u can cover it by cosmetic brands)"
"453112","87862","True","1","0","0","Beauty & Style","Tattoos","Skin & Body","how can i get rid of my dark circles below the eye using kitchen method!?","","cold cucumber or potato slices"
"453113","87862","True","1","0","0","Beauty & Style","Tattoos","Skin & Body","how can i get rid of my dark circles below the eye using kitchen method!?","","Dark circles can be caused by a lack of Vitamin C in the body.  If you can't seem to get rid of your dark circles, try taking a good quality Vitamin C supplement like Nutrilite's Bio C Plus.  I order mine from www.rmoore1.qhealthbeauty.com."
"453114","87862","True","1","0","0","Beauty & Style","Tattoos","Skin & Body","how can i get rid of my dark circles below the eye using kitchen method!?","","i always stay up until mornings and i usually get only three hours of sleep a day because i'm always on the go, so you can imagine that i look like a racoon.lol!!! but i always use the kitchen method that was taught to me by my mom. and it really works!!! i don't have dark circles under my eyes. i use two teabags, it does't have to be expensive, any teabag would do. soak them in cold water then place them on your eyes (your eyes are shut of course) then relax your eyes, after doing this, just use two table spoons chilled in the fridge then place them on top of your eyes. do the teabags again until you feel that your circles are less dark. good luck!"
"453115","87862","True","1","0","0","Beauty & Style","Tattoos","Skin & Body","how can i get rid of my dark circles below the eye using kitchen method!?","","i saw people put green stuff on there face than qucumbers on thre eyes"
"453116","87862","True","1","0","0","Beauty & Style","Tattoos","Skin & Body","how can i get rid of my dark circles below the eye using kitchen method!?","","mix curd with cucumber n have it at the round.
hav good n deep sleep.
u wont get the black rings around ur eyes..."
"453117","87862","True","1","0","0","Beauty & Style","Tattoos","Skin & Body","how can i get rid of my dark circles below the eye using kitchen method!?","","get more sleep alot more sleep but who has time for that."
"453118","87862","True","1","0","0","Beauty & Style","Tattoos","Skin & Body","how can i get rid of my dark circles below the eye using kitchen method!?","","Some say using teaspoons that have been cooled in the fridge work wonders. However, i believe that dark circles are generally inherited and nothing beats the good old ""drink plenty of water and get plenty of sleep"" method."
"199340","46957","True","1","1","1","Local Businesses","Other - Local Businesses","Other - Local Businesses","how can i get a part time job in borlange,sweden.i dont know swedish.I know only english.can any one help me.?","","Here are all the available jobs in Borlnge:

http://platsbanken.ams.se/region/60902/800000,1.html

You can also call the employment office in Borlnge and talk to them:
+46243-934 00
or email:
arbetsformedlingen-borlange@lanw.amv.se"
"662230","117124","True","1","1","1","Food & Drink","Non-Alcoholic Drinks","Non-Alcoholic Drinks","How do i make an Orange Julius?","i want to make an orange julius at home. please tell me simple instructions to make an orange julius at home with ingrediants i have lying around. however, i do not have cream.","THE SECRET RECIPE FOR ORANGE JULIUS
 
 Recipe By     : 
 Serving Size  : 1    Preparation Time :0:00
 Categories    : Beverages
 
   Amount  Measure       Ingredient -- Preparation Method
 --------  ------------  --------------------------------
   16       oz           Orange Juice
                         Ice
                         Water
    1       oz           Simple or vanilla syrup.
    1       t            Instant vanilla pudding mix
 
     Put orange juice in blender.  Fill with ice to 3/4 full.  Add water to
   just cover ice.  Add syrup and secret powder (i.e. instant vanilla
   pudding mix; use a good brand).  Blend until smooth."
"662231","117124","True","1","0","0","Food & Drink","Non-Alcoholic Drinks","Non-Alcoholic Drinks","How do i make an Orange Julius?","i want to make an orange julius at home. please tell me simple instructions to make an orange julius at home with ingrediants i have lying around. however, i do not have cream.","From what I hear from my Mom - this recipe came from the Orange Julious company in the late 70's - early 80's:

1 6 oz. Can frozen Orange Juice
1 C Milk
1 C water
1/2 C sugur
1 tsp vanilla
10 ice cubes....
Run through blender until ice is crushed and drink whipped.

it is delicious"
"662232","117124","True","1","0","0","Food & Drink","Non-Alcoholic Drinks","Non-Alcoholic Drinks","How do i make an Orange Julius?","i want to make an orange julius at home. please tell me simple instructions to make an orange julius at home with ingrediants i have lying around. however, i do not have cream.","Recipe Created By: Robbie
Prep. Time: 0:15
Serves: 2

6 oz. can frozen concentrated orange juice
1 cup milk - low-fat okay
1 cup water
1/4 cup granulated sugar
1 tsp. vanilla extract
8 ice cubes

-Pour all ingredients, except ice cubes, in a blender.
-Blend, adding ice cubes one at a time, until smooth."
"662233","117124","True","1","0","0","Food & Drink","Non-Alcoholic Drinks","Non-Alcoholic Drinks","How do i make an Orange Julius?","i want to make an orange julius at home. please tell me simple instructions to make an orange julius at home with ingrediants i have lying around. however, i do not have cream.","It's very delicious too!

Orange Julius
1 can (6 ounces) frozen orange juice concentrate, thawed
1 cup milk
1 cup water
1/4 cup sugar
1 teaspoon vanilla extract
10 to 12 ice cubes
In a blender, combine orange juice, milk, water, sugar and vanilla. Cover and blend until smooth. With blender running, add ice cubes, one at a time, through the opening in lid. Blend until smooth. Serve immediately. Yield: 4-5 servings. 
http://recipes.tasteofhome.com/eRMS/recp.aspx?recid=3721"
"662234","117124","True","1","0","0","Food & Drink","Non-Alcoholic Drinks","Non-Alcoholic Drinks","How do i make an Orange Julius?","i want to make an orange julius at home. please tell me simple instructions to make an orange julius at home with ingrediants i have lying around. however, i do not have cream.","Try this link.

http://www.paulmayne.org/archives/2005/10/orange-julius-recipie.php"
"111117","30023","True","1","0","1","Business & Finance","Investing","Investing","How to investe in the stock market?","","In point of view STP approach is probably the best solution. Check www.stpinvesting.com and you'll find it for your own."
"111118","30023","True","1","0","0","Business & Finance","Investing","Investing","How to investe in the stock market?","","I like vanguard.com and fool.com for advice."
"111119","30023","True","1","0","0","Business & Finance","Investing","Investing","How to investe in the stock market?","","Open an account in ameritrade.com"
"111120","30023","True","1","0","0","Business & Finance","Investing","Investing","How to investe in the stock market?","","Find someone you really trust who spends their time tracking the market and let your money piggy-back off theirs.  Usually if they are friends they will be happy to share their strategy with you."
"111121","30023","True","1","0","0","Business & Finance","Investing","Investing","How to investe in the stock market?","","read bobbrinker.com"
"111122","30023","True","1","0","0","Business & Finance","Investing","Investing","How to investe in the stock market?","","Check this out."
"111123","30023","True","1","1","0","Business & Finance","Investing","Investing","How to investe in the stock market?","","I think this one from the link above is the most helpful.
Also i would contact friends that invest to see what they did. Everyone takes the approach diffrently.

If you're just starting out I would contact a local brokerage firm. They can guide you on choices. BUT you will make the final choices and your money is at risk. I've taken some advice from brokers and lost everything (not big bucks) I've also picked my own and have done very well (not big bucks) Research is going to be a big part of investing."
"662344","117154","True","1","0","1","Sports","Martial Arts","Martial Arts","how do I keep a good horsestance for a long time?","","Learn to mediatate! Seriously a focused mind can block out almost anything!"
"662345","117154","True","1","0","0","Sports","Martial Arts","Martial Arts","how do I keep a good horsestance for a long time?","","practice practice and more practice

you will build the muscle group in your legs and gain stamina"
"662346","117154","True","0","0","0","Sports","Martial Arts","Martial Arts","how do I keep a good horsestance for a long time?","","maybe you should practice your horseman stance instead of asking strangers on the internet"
"662347","117154","True","0","0","0","Sports","Martial Arts","Martial Arts","how do I keep a good horsestance for a long time?","","Why would you want to?
 A horse stance  i or any stance should be considered a temporary  position to be in  while fighting. If you lock yourself into a stance- you become a static target."
"662348","117154","True","1","1","0","Sports","Martial Arts","Martial Arts","how do I keep a good horsestance for a long time?","","At class, the sifu tells us to look at a point on the wall and just focus/concentrate on it while trying to block out everything else (including the pain). We do a chi exercise with our arms out to our sides while doing the horse stance. Learn to relax. For me, being relaxed and focused is the key.

As far as fighting applications are concerned, there might not be a direct benefit to holding a horse stance for a long period but the mental toughness, mental focus  and tolerance for pain from doing this exercise can greatly benefit a martial artist."
"662349","117154","True","0","0","0","Sports","Martial Arts","Martial Arts","how do I keep a good horsestance for a long time?","","Forget the horse stance. It's useless, it have absolutely NO purpose! Find something else!

Oh and for all those bruce Lee fanboys, do you ever see him do horse stance? Mention it?

And for those who learn martial arts from movie, what did they say about horse stance in movie ""Fist of Legend""?"
"662350","117154","True","1","0","0","Sports","Martial Arts","Martial Arts","how do I keep a good horsestance for a long time?","","have a good teacher.one that kicks your legs out from under you or gives you a dead leg if your not doing it for the level he thinks you are at(very important)
it's not about punishment/embarresment or anything like that it's about helping you improve your stance.
read the last part before the brackets carefully."
"662351","117154","True","1","0","0","Sports","Martial Arts","Martial Arts","how do I keep a good horsestance for a long time?","","you need to continually do squats, and Ta da, you can hold a gorgeous horsestance!"
"662352","117154","True","1","0","0","Sports","Martial Arts","Martial Arts","how do I keep a good horsestance for a long time?","","In practicality, there aren't many times which will call for the use of this stance, however, this stance is tremendous in developing muscles, especially the jumping muscles.  

It must be done appropriately for the best results...

Feet square, knees bent
Hold the position without bouncing.
Hold the same position for a minimum of 1 min.  Longer if possible.
Then go to a lower position and hold that.

There are several who will tell you to forget it, but I have personally seen this improve my own vertical jump as well as countless students."
"662353","117154","True","1","0","0","Sports","Martial Arts","Martial Arts","how do I keep a good horsestance for a long time?","","Do stretches before and after class to improve your ability to get low to the ground. then start doing squats and lunges to work out the legs for endurance. Good Luck."
"662354","117154","True","1","0","0","Sports","Martial Arts","Martial Arts","how do I keep a good horsestance for a long time?","","Horse Stance is just a basic defensive position.  There sould be no practical reason to hold it for any extended period of time.  It's main purpose is to teach proper punching for early belt levels (white & yellow) of TaiKwonDo."
"662355","117154","True","1","0","0","Sports","Martial Arts","Martial Arts","how do I keep a good horsestance for a long time?","","1) Practice.
2) Train your spirit. A lot of it is mind over matter."
"662356","117154","True","1","0","0","Sports","Martial Arts","Martial Arts","how do I keep a good horsestance for a long time?","","start out by doing a much deeper or wider stance in your horse stance because it'll put more emphasis on the hips and thighs to strengthen them, which in turn will allow you to do a regular shoulder width or a little bit further (whichever you prefer or your instructor prefers) than shoulder width.

if you have to, do it while standing against a wall (for better support) to keep your back straight because that's the main key of doing it properly.

another way is trying a weight belt tied with a 5lb weight (for starters to get used to the weight and add more later) or water filled milk jugs for added weight and start out around a 2 min mark in the stance and hold it; and steadily bump up the time bar to 3, 4,5 min, etc. again the key is keeping your back straight through out the exercise, otherwise you'll end up getting hurt."
"631040","112509","True","1","0","1","Food & Drink","Cooking & Recipes","Cooking & Recipes","how do i make my own five spice powder?","","5 SPICE POWDER   

1 tsp Szechuan peppercorns
4 whole star anise
1 stick cinnamon
1/2 tsp whole cloves
2 tsp whole fennel seeds

Grind everything together in a coffee mill ("
"631041","112509","True","0","0","0","Food & Drink","Cooking & Recipes","Cooking & Recipes","how do i make my own five spice powder?","","add 5 different spices together..........lol
just kidding...i actually have no clue"
"631042","112509","True","1","1","0","Food & Drink","Cooking & Recipes","Cooking & Recipes","how do i make my own five spice powder?","","Some background first on Chinese cooking: The five basics for Chinese cooking are blended into Chinese Five Spice Powder:  sweet, sour, bitter, pungent and salty. It can contain star anise, fennel, cloves, cinnamon, and Szechwan pepper. Some blends have ginger and cardamom added, and other times they are simply added into the recipes using the five spice powder. 

Five spice powder should be used in small amounts. Use it in marinades or as a rub for meat, poultry and fish, or add it to rice and vegetable dishes.  Here is a recipe (see source below) for five spice powder, and a recipe for chicken wings that uses the spice mix!

Five Spice Powder:
4 tablespoons Szechuan peppers (or you can substitute other peppercorns)
4 tablespoons whole cloves
4 tablespoons broken cinnamon sticks
4 tablespoons fennel seed
12 whole star anise

Grind each ingredient separately in a spice mill or mortar. Combine and mix well. Store in an airtight container in a cool, dark place. 

Recipe using Five Spice Powder from Gourmet magazine:
FIVE-SPICE CHICKEN WINGS

1 1/2 teaspoons minced garlic
1 1/2 teaspoons Chinese five-spice powder
1 1/4 teaspoons salt
1 1/2 teaspoons soy sauce
3 lb chicken wings (about 16)

Preheat broiler and oil rack of a broiler pan.

Stir together garlic, five-spice powder, salt, and soy sauce in a large bowl.

Cut off and discard tips from chicken wings with kitchen shears or a large heavy knife, then halve wings at joint. Pat dry and add to spice mixture, tossing to coat.

Arrange wings in 1 layer on broiler pan and broil 6 to 7 inches from heat, turning over once, until browned and cooked through, 16 to 20 minutes total.  Serves 4."
"631043","112509","True","1","0","0","Food & Drink","Cooking & Recipes","Cooking & Recipes","how do i make my own five spice powder?","","Five Spice Blend from Herb Companion Magazine 

You'll need:
4 tablespoons Szechuan peppers (or you can substitute other peppercorns)
4 tablespoons whole cloves
4 tablespoons broken cinnamon sticks
4 tablespoons fennel seed
12 whole star anise 

Grind each ingredient separately in a spice mill or mortar. Combine and mix well. Store in an airtight container in a cool, dark place. 

Chinese Five Spice Stir Fry 

Ingredients
1 tbsp. peanut or vegetable oil
1 pound boneless, skinless chicken breast, cut into strips
1 red or green pepper, sliced
1 1/2 cups vegetables such as baby corn, broccoli, snow peas, bok choy etc.
1 tsp. Chinese five spice powder
1 tbsp. sesame seed
1 tsp. corn starch
1 tbsp. light or flavored soy sauce
1/3 cup water 

Heat the oil in a wok or large frying pan and saut the chicken for 4-5 minutes until no longer pink and lightly browned. Add the vegetables, five spice powder and sesame seeds. Stir-fry for 2-3 minutes at a fairly high (but not scorching) heat. Blend the cornstarch with the soy sauce and water. Push the vegetables and meat aside and pour into the hot skillet. Bring it to a boiling then stir it into the mixture. Stir fry for another 2 minutes or so. If at any time the heat seems to high, turn it down some and add a little water if it seems dry. Four servings. 

Five Spice Walnuts 

Ingredients:
3 tbsp. butter or margarine
1 tsp. five spice powder
1/2 tsp. salt (optional if you want it salt free)
3 cups broken walnuts 

In a medium saucepan melt butter. Stir in five-spice powder and salt. Add the walnuts, stirring till nuts are evenly coated. Transfer nut mixture to a 13 x 9 x 2 inch baking pan. Bake in a 300 F. degree oven for 20 minutes, stirring once or twice during the baking. Cool in pan for 15 minutes. Finish on paper towels, then store tightly covered when they completely cooled off. Makes 3 cups 

Five Spice Chicken 

Ingredients:
3 pounds chicken pieces
1/3 cup soy sauce
1/4 cup peanut or vegetable oil
1 tbsp. cider vinegar or herb vinegar
1 garlic clove
1/2 tsp. salt
1/2 tsp. ground fresh ginger
2 tsp. five spice powder 

Wash the chicken and pat dry. Mix the soy sauce, oil and vinegar. Crush the garlic with salt and add to above mixture. Add the chicken to marinade and coat all sides. Marinade for 1 hour or longer-over night is fine in the refrigerator. Use a plastic bags or covered container. After marinating, place the chicken in roasting pan, spooning about 2 tbsp. of the marinade over the pieces. Bake at 350 degrees for 45 minutes to 1 hour until pieces are crisp and done inside. Baste every 20 minutes or so with the juices in the pan. Notes: You can also grill this. If you do, bring the marinade to a boil first before using it to baste it as it cooks on the grill. If baking, discard the remaining marinade after the 2 tbsp. and use the pan juices to baste. 

Slow Cooked Five Spice Pork Roast 

Ingredients:
3 pound pork shoulder roast
1 1/2 tsp. five spice powder
1 tbsp. vegetable oil
1 cup apple juice
3 tbsp. cider vinegar or herb vinegar
2 tbsp. soy sauce 

Trim fat from the pork roast. Check to make sure the roast will fit in your crock pot. If not, you can trim it to fit and place the extra around it where it will fit, or save to make stock at a later date by freezing. Rub the roast with five-spice powder. In a large skillet brown roast on all sides in hot oil. Place roast in crock pot. Stir together apple juice, vinegar, and soy sauce in the pan you browned the roast in. Stir with any juices and scrape the pan for any browned bits. Pour all over the roast in the crock. Cover and cook on low setting for 10 to 12 hours or on high for 4 1/2 to 5 hours. If the juices in the crock are not too fatty you can make a gravy with the juices or place in a pan and reduce the juices to make a sauce. Serve with rice or noodles, sauted green beans and salad."
"103104","28220","True","1","1","1","Business & Finance","Other - Business & Finance","Other - Business & Finance","how do you meet new people?","","Walk up to someone and say hello. By the way, hello."
"103105","28220","True","0","0","0","Business & Finance","Other - Business & Finance","Other - Business & Finance","how do you meet new people?","","Hi. See, you just met me."
"103106","28220","True","0","0","0","Business & Finance","Other - Business & Finance","Other - Business & Finance","how do you meet new people?","","HI"
"571445","104959","True","1","0","1","Sports","Golf","Golf","how do you cheat at golf?","","people cheat by not counting all strokes
They don't follow the rules
They use a foot wedge
they use mulligians

as long as they are not cheating anyone and having fun who cares"
"571446","104959","True","0","0","0","Sports","Golf","Golf","how do you cheat at golf?","","By not playing .. 18 holes with 0 strokes .. I'm the best golfer around!"
"571447","104959","True","0","0","0","Sports","Golf","Golf","how do you cheat at golf?","","I think its a silly question, just because if you are going to play golf, with cheating in your mind, is better if you get rid of your clubs and play poker.........Real golfers, hate cheating guys..!!"
"571448","104959","True","1","1","0","Sports","Golf","Golf","how do you cheat at golf?","","Funny question.  I don't condone cheating.  Besides the obvious reasons, if you do cheat, you won't learn how to minimize strokes and improve.

That said, here's my top suggestions (not to be attempted):
1) The Florsheim Wedge (i.e. - kick the ball away from trouble with your shoe)

2)  Never declare more than a triple bogey on a bad hole.  Your partners don't bother counting after a couple of hacks in the fairway.  Who's gonna jerk out and call you on a 7 or 8? 
""What did you have there Doug?"" 
""Umm - what was that... a par 4?""
""Yeah""
""I had a 7""

3) Can you say ""Mulligan""?

4) When asked for your handicap, always add 5 strokes.  Especially if you are playing for skins."
"571449","104959","True","1","0","0","Sports","Golf","Golf","how do you cheat at golf?","","hand/foot wedge. always ""finding"" your ball."
"571450","104959","True","0","0","0","Sports","Golf","Golf","how do you cheat at golf?","","Three words: Pencil with eraser!"
"571451","104959","True","1","0","0","Sports","Golf","Golf","how do you cheat at golf?","","You can write down a wrong score or you can give yourself a better lie with your foot or hand."
"571452","104959","True","0","0","0","Sports","Golf","Golf","how do you cheat at golf?","","Why would you want to?"
"571453","104959","True","0","0","0","Sports","Golf","Golf","how do you cheat at golf?","","Kick my ball into the fairway!!....LOL"
"571454","104959","True","0","0","0","Sports","Golf","Golf","how do you cheat at golf?","","i did ones, how? it may sound stupid but I got a magnetic golf ball with a BIG magnet on the hole, so my opponent hits, too close, but didn't make it then I hit, hard and got it in"
"571455","104959","True","0","0","0","Sports","Golf","Golf","how do you cheat at golf?","","You can have someone hide in the bushes and put a ball in the hole or near the hole, after you swing."
"571456","104959","True","1","0","0","Sports","Golf","Golf","how do you cheat at golf?","","You can always kick your ball to improve your lie.

But really, you're only cheating yourself."
"571457","104959","True","0","0","0","Sports","Golf","Golf","how do you cheat at golf?","","why would you? take less stroke the what it was"
"571458","104959","True","0","0","0","Sports","Golf","Golf","how do you cheat at golf?","","You don't!  Plain and simple.  Golf is a game of honor.  You are required to call penalties on yourself.  It is one of the things that makes golf great!"
"571459","104959","True","0","0","0","Sports","Golf","Golf","how do you cheat at golf?","","I do not play the game, but is seems easy to do as you keep your own score card."
"571460","104959","True","0","0","0","Sports","Golf","Golf","how do you cheat at golf?","","if your goin to cheat at golf why bother playing?"
"571461","104959","True","1","0","0","Sports","Golf","Golf","how do you cheat at golf?","","I play a lot of golf.  Unfortunately, I have learned from the best on how to play cheat at golf. We have about 4 women in our District and State tournaments that are known ""cheaters"".  They cheat because they do either one of the following (admittedly)! 
1.  Don't turn in lower scores. The lady  that did this admitted that would mess up her handicap and she wouldn't win anymore. 
2.  Play casually during play days when on non tournament days and post their causal  playing high play scores. 
3.  Don't post their very low scores obtained from their non home course when at tournament.  
4. Hold turning in low scores before tournaments when they know the handicaps are to be adjusted shortly.  
5. Have trouble counting or another way to put it, forget how many times they hit the ball.
6. Play tournaments where the handicap is established after a first day play but playing high and then low the following day."
"571462","104959","True","0","0","0","Sports","Golf","Golf","how do you cheat at golf?","","I will use mulligan sometimes, may be in a long par 3/4/5. But not in short holes which are easy to me.
BUT DON'T CHEAT TOO MUCH!"
"391793","78240","True","1","1","1","Science & Mathematics","Chemistry","Chemistry","How can a bullet be traced to a particular gun?","","A bullet can not really be ""traced"" to a particular gun but it can be matched with other bullets fired from the same weapon. Most ballistic experts will be able to ascertain the type of gun a bullet was fired from by the bullet type and other characteristics. They can't match a bullet to a gun however until they have the gun in their own hands. 
At which time they test fire the gun into water or gel and then recover the bullets. It is at this time, that under a microscope they can match the markings on the two bullets. These come from the inside of the gun barrel which is not microscopically smooth."
"391794","78240","True","1","0","0","Science & Mathematics","Chemistry","Chemistry","How can a bullet be traced to a particular gun?","","it's called ballistics, each gone has grooves in the barrel, and each one is just a little bit different, kinda like finger prints, then when the fired round is recovered from a body or other place, they can be traced if the suspected firearm is recovered."
"391795","78240","True","1","0","0","Science & Mathematics","Chemistry","Chemistry","How can a bullet be traced to a particular gun?","","By,bulles diameter&gun powder used in it,each bullet contains diff. Eg-powder used in shot-gun &pistol is diff"
"391796","78240","True","1","0","0","Science & Mathematics","Chemistry","Chemistry","How can a bullet be traced to a particular gun?","","each gun leaves unique marks on the bullet"
"391797","78240","True","1","0","0","Science & Mathematics","Chemistry","Chemistry","How can a bullet be traced to a particular gun?","","Ballistics is determined by the grooves on the inside of a gun barrel (which is unique to each gun). When the bullet is forced through the barrel, the grooves leave scratch marks on the surface of the bullet..."
"391798","78240","True","1","0","0","Science & Mathematics","Chemistry","Chemistry","How can a bullet be traced to a particular gun?","","you look at the grooves on the barrel of the gun, the size of the bullet, any powder or residue left from the bullet on the gun , and also the typpe of gun used."
"391799","78240","True","1","0","0","Science & Mathematics","Chemistry","Chemistry","How can a bullet be traced to a particular gun?","","the inside of the barrel will leave characteristic scratches along the projectile."
"391800","78240","True","0","0","0","Science & Mathematics","Chemistry","Chemistry","How can a bullet be traced to a particular gun?","","watch a few episodes of CSI and you will get your answer"
"391801","78240","True","0","0","0","Science & Mathematics","Chemistry","Chemistry","How can a bullet be traced to a particular gun?","","Do not"
"188804","45095","True","0","0","1","Business & Finance","Other - Business & Finance","Other - Business & Finance","how do i find out if a lawyer is legitimate and is a holder of a license,and is not of questionable character.","","A lawyer with good character would be an oxymoron."
"188805","45095","True","1","0","0","Business & Finance","Other - Business & Finance","Other - Business & Finance","how do i find out if a lawyer is legitimate and is a holder of a license,and is not of questionable character.","","Contact your City Hall, they should direct you to the person in charge of such questions. Most keep a hotline on hand."
"188806","45095","True","1","1","0","Business & Finance","Other - Business & Finance","Other - Business & Finance","how do i find out if a lawyer is legitimate and is a holder of a license,and is not of questionable character.","","Contact your local state of lawyer's bar. Every lawyer is registered there and any other information you might want."
"86760","24214","True","1","1","1","Sports","Formula One","Auto Racing","How do you tune a 4 Barrel Rochester Quadrajet carb with electric choke?","the carb has no adjuster screws on it how would i make it more Rich or Lean","good carb  probly an 800cfm  the two screws in the front / bottem of the carb with springs. work slowly and at idial speed in 1/4 turns or 1/2 turns or one full turn.

turn one screew in (tight) a 1/4 turn listen to the motor go another 1/4 turn lisen for a change do not ever rev the motor....wait be patient.... go another 1/4 never loose track of your starting point  whitch is 3/4 turn now

when you hear a change in idial losen it a 1/4 wait some more

now do the other screew the same. I

f the factory lock glue is still on the screews dont touch them

and this will not save you gas"
"86761","24214","True","0","0","0","Sports","Formula One","Auto Racing","How do you tune a 4 Barrel Rochester Quadrajet carb with electric choke?","the carb has no adjuster screws on it how would i make it more Rich or Lean","Actually there are screws on the front bottom, but they are sealed from factory to prevent adjustments. you would nee to remove the 2 ""plugs"" covering the screws and then you can adjust. You can use a vacuum gauge for reference plugged into a direct engine vacuum source."
